trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
172,False,"{'a': 0.56423145420307141, 'e': 0.17752252675876343}",20,16,6.649627223097408,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.56536104632707085, 'e': 0.1757473014911758}",20,0,22.134360950721483,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.56649289989600937, 'e': 0.173989828476264}",25,7,31.8813960312541,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.56762701943730298, 'e': 0.1722499301915014}",20,8,20.13484897095508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.56876340948743098, 'e': 0.17052743088958636}",25,14,7.461272730274888,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.56990207459195541, 'e': 0.1688221565806905}",20,7,-11.571511142197725,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
178,False,"{'a': 0.57104301930553791, 'e': 0.1671339350148836}",20,12,-4.151178136932379,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.57218624819195918, 'e': 0.16546259566473476}",25,12,23.788597617834174,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.57333176582413603, 'e': 0.16380796970808742}",25,18,14.591907738266112,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.57447957678414074, 'e': 0.16216989001100654}",20,10,9.70883500489049,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.57562968566321859, 'e': 0.16054819111089647}",20,0,8.023279138460332,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
183,False,"{'a': 0.5767820970618065, 'e': 0.1589427091997875}",25,19,2.5175605924343984,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.57793681558955157, 'e': 0.15735328210778962}",20,0,21.520548505333874,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.57909384586532986, 'e': 0.15577974928671173}",30,19,19.337680262402667,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.58025319251726359, 'e': 0.1542219517938446}",30,19,10.003218074217752,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.58141486018274102, 'e': 0.15267973227590617}",20,13,13.517591544528234,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.58257885350843441, 'e': 0.1511529349531471}",20,6,21.487092580829632,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.58374517715031871, 'e': 0.14964140560361563}",30,19,15.976103653872734,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.58491383577368983, 'e': 0.14814499154757946}",20,12,13.001946265331163,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.58608483405318401, 'e': 0.14666354163210368}",25,19,11.174964832669627,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.58725817667279578, 'e': 0.14519690621578263}",20,15,-3.5682357676874004,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.58843386832589728, 'e': 0.1437449371536248}",30,13,-49.16165867961937,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
194,False,"{'a': 0.58961191371525667, 'e': 0.14230748778208857}",30,11,-32.60130520195883,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
195,False,"{'a': 0.59079231755305706, 'e': 0.14088441290426768}",25,6,16.829538106836857,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.59197508456091541, 'e': 0.139475568775225}",25,3,34.08286899988749,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.59316021946990127, 'e': 0.13808081308747275}",30,10,36.23695521952463,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.59434772702055594, 'e': 0.136700004956598}",20,13,10.205496780570371,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.59553761196291111, 'e': 0.13533300490703204}",25,7,30.159227025074475,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.59672987905650821, 'e': 0.13397967485796172}",35,22,17.90478850572015,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.59792453307041715, 'e': 0.1326398781093821}",20,13,11.168131444593719,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.59912157878325556, 'e': 0.13131347932828827}",30,4,47.32806048586967,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.60032102098320805, 'e': 0.1300003445350054}",25,11,0.8504207417185612,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
204,False,"{'a': 0.60152286446804482, 'e': 0.12870034108965533}",20,7,19.645088976362942,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.60272711404514157, 'e': 0.1274133376787588}",25,11,24.142903729610136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.60393377453149799, 'e': 0.12613920430197118}",20,9,19.64964164996255,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.60514285075375795, 'e': 0.12487781225895148}",20,0,19.384321240094657,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.60635434754822759, 'e': 0.12362903413636196}",35,13,34.660069646746926,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.60756826976089595, 'e': 0.12239274379499834}",25,9,-14.916505388148327,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
210,False,"{'a': 0.60878462224745356, 'e': 0.12116881635704835}",35,10,16.927977047104402,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
211,False,"{'a': 0.61000340987331181, 'e': 0.11995712819347787}",20,11,16.671391504353576,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.61122463751362288, 'e': 0.11875755691154309}",25,5,12.99718285564582,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
213,False,"{'a': 0.61244831005329903, 'e': 0.11756998134242766}",20,16,7.537130766545276,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.6136744323870319, 'e': 0.11639428152900338}",20,12,11.40853690868303,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.61490300941931264, 'e': 0.11523033871371334}",20,12,14.065454246985093,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.61613404606445088, 'e': 0.1140780353265762}",25,3,22.30860766770064,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.61736754724659493, 'e': 0.11293725497331045}",25,11,-40.79137172163007,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
218,False,"{'a': 0.61860351789975099, 'e': 0.11180788242357734}",20,16,9.26544746591872,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.61984196296780358, 'e': 0.11068980359934157}",20,7,22.69749987864268,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.62108288740453443, 'e': 0.10958290556334815}",20,6,12.523697530262185,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.6223262961736431, 'e': 0.10848707650771466}",30,7,40.07215354140826,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.6235721942487662, 'e': 0.10740220574263752}",20,0,19.906071938734122,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.6248205866134976, 'e': 0.10632818368521114}",20,9,21.439880991410906,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.62607147826140874, 'e': 0.10526490184835903}",25,6,36.83241358626614,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.62732487419606764, 'e': 0.10421225282987544}",25,15,5.189353733536676,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.62858077943105961, 'e': 0.10317013030157669}",30,19,4.379538518673434,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.62983919899000762, 'e': 0.10213842899856092}",30,18,-20.252680112732154,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
228,False,"{'a': 0.63110013790659125, 'e': 0.10111704470857531}",20,16,9.472012225488157,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.63236360122456803, 'e': 0.10010587426148955}",25,14,22.689799757869125,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.63362959399779273, 'e': 0.09910481551887466}",25,10,14.766075379161062,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.63489812129023848, 'e': 0.0981137673636859}",20,4,26.481045211364137,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.63616918817601575, 'e': 0.09713262969004904}",30,15,25.899275993606913,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.63744279973939388, 'e': 0.09616130339314856}",25,8,4.125842817810086,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
234,False,"{'a': 0.63871896107482107, 'e': 0.09519969035921708}",35,16,35.99126944268327,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.63999767728694412, 'e': 0.0942476934556249}",20,0,30.081812017084427,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.64127895349062969, 'e': 0.09330521652106866}",25,13,20.53669681655325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.64256279481098422, 'e': 0.09237216435585796}",30,13,29.08587231509015,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.64384920638337473, 'e': 0.09144844271229938}",20,2,14.20143276806407,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.64513819335344935, 'e': 0.0905339582851764}",30,11,28.895743416636208,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.64642976087715742, 'e': 0.08962861870232462}",20,15,6.834591613049749,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.64772391412077091, 'e': 0.08873233251530138}",20,9,18.86126021221726,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.6490206582609046, 'e': 0.08784500919014836}",20,6,15.253849127100182,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.65031999848453659, 'e': 0.08696655909824688}",20,8,24.39347788072742,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.65162193998902973, 'e': 0.0860968935072644}",20,11,20.448684609838626,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.65292648798215158, 'e': 0.08523592457219176}",25,10,16.43319913816385,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.65423364768209602, 'e': 0.08438356532646984}",20,14,11.021362018724147,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.65554342431750345, 'e': 0.08353972967320515}",20,16,5.9414223504766035,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.65685582312748214, 'e': 0.0827043323764731}",20,12,14.75456060926984,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.65817084936162917, 'e': 0.08187728905270836}",25,9,28.946042454098368,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.65948850828005134, 'e': 0.08105851616218128}",25,8,19.420138572824715,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.6608088051533858, 'e': 0.08024793100055946}",20,7,21.44412609879492,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.66213174526282204, 'e': 0.07944545169055386}",25,19,10.007933376644704,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.66345733390012207, 'e': 0.07865099717364833}",20,11,14.547362142346287,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.66478557636764235, 'e': 0.07786448720191184}",20,9,6.416509908919802,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.6661164779783546, 'e': 0.07708584232989273}",25,15,15.528298817332416,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.66745004405586683, 'e': 0.0763149839065938}",20,5,13.892481731765026,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.66878627993444517, 'e': 0.07555183406752786}",25,19,10.615347191753333,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.670125190959035, 'e': 0.07479631572685258}",20,0,33.54763663300354,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.67146678248528213, 'e': 0.07404835256958406}",20,6,27.90199815945522,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.67281105987955458, 'e': 0.07330786904388821}",25,13,21.7276764933198,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.67415802851896356, 'e': 0.07257479035344933}",20,13,12.48686626063115,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.67550769379138553, 'e': 0.07184904244991483}",20,0,15.220049328155401,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
263,False,"{'a': 0.67686006109548336, 'e': 0.07113055202541568}",25,5,29.51223209974964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.67821513584072801, 'e': 0.07041924650516153}",25,12,25.792459459098485,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.67957292344742026, 'e': 0.06971505404010991}",20,5,1.3378335728292674,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
266,False,"{'a': 0.68093342934671253, 'e': 0.06901790349970881}",30,3,42.357849997429135,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.68229665898063008, 'e': 0.06832772446471172}",30,19,19.462923620331882,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.68366261780209314, 'e': 0.0676444472200646}",30,0,51.95340588028394,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.6850313112749391, 'e': 0.06696800274786396}",20,0,21.936885412405367,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
270,False,"{'a': 0.68640274487394348, 'e': 0.06629832272038531}",30,18,6.164041809844843,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.68777692408484248, 'e': 0.06563533949318147}",20,14,12.094398444152032,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.68915385440435495, 'e': 0.06497898609824965}",25,0,30.8024199112458,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.69053354134020395, 'e': 0.06432919623726716}",20,0,29.43135719806925,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.69191599041113894, 'e': 0.06368590427489448}",25,8,29.53315702769959,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.6933012071469582, 'e': 0.06304904523214554}",20,10,18.446092553958586,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.69468919708853039, 'e': 0.06241855477982408}",25,13,20.645828794277882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.69607996578781717, 'e': 0.06179436923202584}",20,8,21.105588328049933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.69747351880789532, 'e': 0.06117642553970558}",30,20,15.322426275779865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.69886986172297849, 'e': 0.06056466128430853}",20,12,15.035674454383663,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.70026900011844051, 'e': 0.05995901467146544}",25,11,24.395965587644344,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.70167093959083671, 'e': 0.059359424524750785}",20,12,17.332079142051025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.70307568574792678, 'e': 0.05876583027950327}",30,16,28.03488463621773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.70448324420869723, 'e': 0.05817817197670824}",25,15,18.527515550238068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.7058936206033839, 'e': 0.05759639025694116}",20,8,9.922104702306257,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.70730682057349414, 'e': 0.057020426354371746}",20,16,4.612434249217015,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.70872284977182975, 'e': 0.05645022209082803}",20,11,16.13044124731944,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.71014171386250946, 'e': 0.05588571986991975}",25,9,29.390175341551924,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.71156341852099148, 'e': 0.05532686267122055}",25,0,14.735024401314686,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
289,False,"{'a': 0.71298796943409615, 'e': 0.05477359404450834}",20,9,11.475152832922769,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.71441537230002938, 'e': 0.05422585810406326}",30,22,13.776333162350785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.7158456328284043, 'e': 0.05368359952302263}",30,12,34.31816216682616,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.71727875674026498, 'e': 0.0531467635277924}",20,12,17.320792360617283,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.71871474976810912, 'e': 0.05261529589251448}",20,2,8.417175114037907,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
294,False,"{'a': 0.72015361765591057, 'e': 0.05208914293358933}",20,13,11.081542578852876,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.72159536615914277, 'e': 0.05156825150425344}",20,2,11.901970985070115,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.72304000104480182, 'e': 0.0510525689892109}",25,16,19.879544053987694,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.72448752809142913, 'e': 0.050542043299318794}",30,18,21.486222837167173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.72593795308913467, 'e': 0.050036622866325604}",20,11,15.674328159810768,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.72739128183962054, 'e': 0.04953625663766235}",20,12,15.366288374009601,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.72884752015620358, 'e': 0.04904089407128572}",20,13,14.986134694464976,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.73030667386383907, 'e': 0.04855048513057287}",30,11,38.63250934406826,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.73176874879914378, 'e': 0.04806498027926714}",20,10,15.990945980527632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.73323375081041942, 'e': 0.047584330476474465}",25,17,18.053498628992426,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.73470168575767592, 'e': 0.04710848717170972}",20,13,13.374564653228962,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.73617255951265503, 'e': 0.04663740229999262}",20,0,31.704623423300788,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
306,False,"{'a': 0.73764637795885379, 'e': 0.046171028276992696}",20,1,31.597196891124618,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.7391231469915478, 'e': 0.045709317994222766}",25,9,26.940834532077538,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.74060287251781531, 'e': 0.04525222481428054}",25,20,8.719865430949849,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.74208556045656049, 'e': 0.04479970256613774}",25,18,14.632283642578148,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.74357121673853688, 'e': 0.044351705540476356}",20,12,2.0506337604530596,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.74505984730637165, 'e': 0.043908188485071595}",30,3,45.11634843155024,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.74655145811458901, 'e': 0.04346910660022087}",20,8,23.813654666803778,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.74804605512963418, 'e': 0.04303441553421867}",25,18,12.78723540480754,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.74954364432989751, 'e': 0.04260407137887648}",20,11,17.81596429181047,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.75104423170573731, 'e': 0.04217803066508771}",20,15,6.325380459585255,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.75254782325950531, 'e': 0.04175625035843684}",25,13,22.111335560762623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.75405442500556985, 'e': 0.041338687854852466}",20,5,0.7514825657984574,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
318,False,"{'a': 0.75556404297033986, 'e': 0.040925300976303945}",20,0,31.8159171990393,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.75707668319228905, 'e': 0.0405160479665409}",35,19,30.021853378382353,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.75859235172198058, 'e': 0.040110887486875496}",20,12,9.162666334872178,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.76011105462209039, 'e': 0.03970977861200674}",20,7,22.97622604923068,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.76163279796743222, 'e': 0.039312680825886674}",35,18,29.590828077312345,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.76315758784498133, 'e': 0.038919554017627804}",30,15,28.205692589091832,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.76468543035389935, 'e': 0.03853035847745152}",30,17,29.906609227468806,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.76621633160555858, 'e': 0.03814505489267701}",20,16,8.271513562180099,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.76775029772356562, 'e': 0.03776360434375024}",20,14,11.785410115078431,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.76928733484378731, 'e': 0.03738596830031274}",25,8,20.312518583723275,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.77082744911437406, 'e': 0.03701210861730961}",30,17,16.849985530945716,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.77237064669578503, 'e': 0.03664198753113651}",20,6,10.550352668597002,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.77391693376081272, 'e': 0.036275567655825146}",20,11,16.175685059411613,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.77546631649460718, 'e': 0.03591281197926689}",20,13,2.8996207972935735,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.77701880109470167, 'e': 0.035553683859474224}",20,14,10.742714995963722,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.77857439377103654, 'e': 0.035198147020879485}",20,0,-35.066184222925294,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
334,False,"{'a': 0.78013310074598463, 'e': 0.03484616555067069}",20,8,-15.729701291433207,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
335,False,"{'a': 0.78169492825437592, 'e': 0.03449770389516398}",20,10,15.01692482718077,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.78325988254352241, 'e': 0.03415272685621234}",25,13,20.37970765780291,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.78482796987324344, 'e': 0.03381119958765022}",20,15,10.108430115930345,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.78639919651589041, 'e': 0.03347308759177372}",20,0,29.55414521624993,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.78797356875637192, 'e': 0.03313835671585598}",25,14,18.575438094053407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.78955109289217917, 'e': 0.03280697314869742}",25,16,16.723792101532176,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.79113177523341061, 'e': 0.03247890341721044}",30,2,41.26674767993023,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.792715622102798, 'e': 0.03215411438303834}",30,11,39.58890342954179,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.79430263983573057, 'e': 0.031832573239207955}",20,6,23.425111925390926,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.79589283478028161, 'e': 0.031514247506815876}",25,8,31.560242772863194,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.79748621329723302, 'e': 0.031199105031747717}",20,1,28.005393218987503,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
